N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
180,0.005,5.0,1.0,5.0,0.8955,0.9463086177352502,5.0,0_2_8,180,180,1,0,0.03770373879032068,0,1.0,0.0
200,0.005,5.0,1.0,9.0,0.995,0.9974968671630001,5.0,0_2_9,200,200,2,1,0.2671867495750476,0,1.0,0.0
220,0.005,10.0,1.0,13.0,1.0945,1.0461835403025608,11.0,0_2_10,220,220,2,1,1.047437642458207,0,1.0,0.0
240,0.005,10.0,1.0,13.0,1.194,1.0927030703718188,12.0,0_2_11,240,240,1,4,1.6987574283847064,0,1.0,0.0
260,0.005,10.0,1.0,14.0,1.2935,1.137321414552632,13.0,0_2_12,260,260,0,4,3.069016693534304,0,1.0,0.0
280,0.005,10.0,1.0,16.0,1.393,1.1802542099056457,14.0,0_2_13,280,280,0,0,3.6817976988155907,0,1.0,1.0
300,0.005,10.0,1.0,15.0,1.4925,1.2216791722870617,15.0,0_2_14,300,300,1,0,2.207448048744271,0,1.0,0.0
320,0.005,10.0,1.0,18.0,1.592,1.2617448236470004,16.0,0_2_15,320,320,3,1,1.5656396238268178,0,1.0,0.0
340,0.005,10.0,1.0,18.0,1.6915,1.3005767951182274,17.0,0_2_16,340,340,2,0,2.1703489870243438,0,1.0,0.0
360,0.005,10.0,1.0,21.0,1.791,1.3382824813917276,18.0,0_2_17,360,360,3,1,2.233639819869004,0,1.0,0.0
380,0.005,10.0,1.0,19.0,1.8905,1.3749545447032059,19.0,0_2_18,380,380,1,2,3.225724296094471,0,1.0,0.0
400,0.005,10.0,1.0,24.0,1.99,1.4106735979665885,20.0,0_2_19,400,400,2,0,3.663595169473562,0,1.0,0.0
420,0.005,10.0,1.0,27.0,2.0895,1.4455102905202717,21.0,0_2_20,420,420,5,2,2.4847374533509727,0,1.0,0.0
440,0.005,10.0,1.0,24.0,2.189,1.479526951427381,22.0,0_2_21,440,440,2,1,3.646754664571798,0,1.0,0.0
460,0.005,10.0,1.0,25.0,2.2885000000000004,1.5127788999057332,23.0,0_2_22,460,460,2,3,3.8997925772554445,0,1.0,0.0
480,0.005,10.0,1.0,26.0,2.388,1.5453155017665485,24.0,0_2_23,480,480,2,1,4.159471998605939,0,1.0,0.0
500,0.005,10.0,1.0,27.0,2.4875,1.5771810295587503,25.0,0_2_24,500,500,3,0,3.6494916989251873,0,1.0,0.0
20,0.005,5.0,1.0,1.0,0.0995,0.3154362059117501,1.0,1_0_0,20,20,0,0,0.00048059617334422625,1,1.0,1.0
40,0.005,5.0,1.0,1.0,0.199,0.44609416046390926,1.0,1_0_1,40,40,2,0,-0.46638756332741577,1,1.0,0.0
60,0.005,5.0,1.0,2.0,0.2985,0.5463515351859094,2.0,1_0_2,60,60,0,0,0.12871752317910065,1,1.0,1.0
80,0.005,5.0,1.0,2.0,0.398,0.6308724118235002,2.0,1_0_3,80,80,0,1,0.12234620709801249,1,1.0,0.0
100,0.005,5.0,1.0,3.0,0.4975,0.7053367989832943,3.0,1_0_4,100,100,0,0,0.3076892762503507,1,1.0,1.0
120,0.005,5.0,1.0,5.0,0.597,0.7726577508832743,3.0,1_0_5,120,120,0,1,0.7364399154895112,1,1.0,0.0
140,0.005,5.0,1.0,5.0,0.6965,0.834565755348253,4.0,1_0_6,140,140,1,1,0.037252732982196175,1,1.0,0.0
160,0.005,5.0,1.0,5.0,0.796,0.8921883209278185,4.0,1_0_7,160,160,1,3,0.030442247060147084,1,1.0,0.0
180,0.005,5.0,1.0,6.0,0.8955,0.9463086177352502,5.0,1_0_8,180,180,0,2,0.964954676837934,1,1.0,0.0
200,0.005,5.0,1.0,6.0,0.995,0.9974968671630001,5.0,1_0_9,200,200,0,1,0.9710942553543733,1,1.0,0.0
220,0.005,10.0,1.0,13.0,1.0945,1.0461835403025608,11.0,1_0_10,220,220,2,2,1.0432085002474265,1,1.0,0.0
240,0.005,10.0,1.0,13.0,1.194,1.0927030703718188,12.0,1_0_11,240,240,0,4,2.7921013010619617,1,1.0,0.0
260,0.005,10.0,1.0,14.0,1.2935,1.137321414552632,13.0,1_0_12,260,260,3,0,0.7541570501848086,1,1.0,0.0
280,0.005,10.0,1.0,16.0,1.393,1.1802542099056457,14.0,1_0_13,280,280,2,0,1.7109817816235295,1,1.0,0.0
300,0.005,10.0,1.0,19.0,1.4925,1.2216791722870617,15.0,1_0_14,300,300,0,0,4.546315804716649,1,1.0,1.0
320,0.005,10.0,1.0,17.0,1.592,1.2617448236470004,16.0,1_0_15,320,320,3,0,1.3523576365125236,1,1.0,0.0
340,0.005,10.0,1.0,20.0,1.6915,1.3005767951182274,17.0,1_0_16,340,340,1,3,3.5081088666028566,1,1.0,0.0
360,0.005,10.0,1.0,19.0,1.791,1.3382824813917276,18.0,1_0_17,360,360,1,0,3.2395233961160135,1,1.0,0.0
380,0.005,10.0,1.0,19.0,1.8905,1.3749545447032059,19.0,1_0_18,380,380,3,1,1.7734166567104506,1,1.0,0.0
400,0.005,10.0,1.0,23.0,1.99,1.4106735979665885,20.0,1_0_19,400,400,4,0,2.1222711864772212,1,1.0,0.0
420,0.005,10.0,1.0,25.0,2.0895,1.4455102905202717,21.0,1_0_20,420,420,4,1,2.5654189739210986,1,1.0,0.0
440,0.005,10.0,1.0,24.0,2.189,1.479526951427381,22.0,1_0_21,440,440,3,2,2.921323190336738,1,1.0,0.0
460,0.005,10.0,1.0,23.0,2.2885000000000004,1.5127788999057332,23.0,1_0_22,460,460,0,3,5.632980381246351,1,1.0,0.0
480,0.005,10.0,1.0,28.0,2.388,1.5453155017665485,24.0,1_0_23,480,480,1,2,5.688928363226493,1,1.0,0.0
500,0.005,10.0,1.0,28.0,2.4875,1.5771810295587503,25.0,1_0_24,500,500,2,3,4.683479404254953,1,1.0,0.0
20,0.005,5.0,1.0,1.0,0.0995,0.3154362059117501,1.0,1_1_0,20,20,0,1,-0.01001011878560908,1,1.0,0.0
40,0.005,5.0,1.0,1.0,0.199,0.44609416046390926,1.0,1_1_1,40,40,0,0,0.00012759943284404454,1,1.0,1.0
60,0.005,5.0,1.0,4.0,0.2985,0.5463515351859094,2.0,1_1_2,60,60,0,0,0.5277399124900156,1,1.0,1.0
80,0.005,5.0,1.0,2.0,0.398,0.6308724118235002,2.0,1_1_3,80,80,0,1,0.12234620709801249,1,1.0,0.0
100,0.005,5.0,1.0,3.0,0.4975,0.7053367989832943,3.0,1_1_4,100,100,1,0,-0.12422332247586824,1,1.0,0.0
120,0.005,5.0,1.0,3.0,0.597,0.7726577508832743,3.0,1_1_5,120,120,1,1,-0.1255530840079449,1,1.0,0.0
140,0.005,5.0,1.0,5.0,0.6965,0.834565755348253,4.0,1_1_6,140,140,0,1,0.7350432339519121,1,1.0,0.0
160,0.005,5.0,1.0,4.0,0.796,0.8921883209278185,4.0,1_1_7,160,160,1,0,-0.09080115221395921,1,1.0,0.0
180,0.005,5.0,1.0,7.0,0.8955,0.9463086177352502,5.0,1_1_8,180,180,2,1,-0.03718840385687886,1,1.0,0.0
200,0.005,5.0,1.0,5.0,0.995,0.9974968671630001,5.0,1_1_9,200,200,1,0,0.036734029737211564,1,1.0,0.0
220,0.005,10.0,1.0,13.0,1.0945,1.0461835403025608,11.0,1_1_10,220,220,2,0,1.0516017968079467,1,1.0,0.0
240,0.005,10.0,1.0,14.0,1.194,1.0927030703718188,12.0,1_1_11,240,240,0,0,3.1231074805356385,1,1.0,1.0
260,0.005,10.0,1.0,15.0,1.2935,1.137321414552632,13.0,1_1_12,260,260,1,0,2.218792207847012,1,1.0,0.0
280,0.005,10.0,1.0,14.0,1.393,1.1802542099056457,14.0,1_1_13,280,280,2,2,1.2485245760495178,1,1.0,0.0
300,0.005,10.0,1.0,15.0,1.4925,1.2216791722870617,15.0,1_1_14,300,300,0,3,3.356312190362771,1,1.0,0.0
320,0.005,10.0,1.0,17.0,1.592,1.2617448236470004,16.0,1_1_15,320,320,2,1,1.9319759184624634,1,1.0,0.0
340,0.005,10.0,1.0,22.0,1.6915,1.3005767951182274,17.0,1_1_16,340,340,1,1,4.062938337088653,1,1.0,0.0
360,0.005,10.0,1.0,18.0,1.791,1.3382824813917276,18.0,1_1_17,360,360,2,2,2.1581861699954765,1,1.0,0.0
380,0.005,10.0,1.0,22.0,1.8905,1.3749545447032059,19.0,1_1_18,380,380,2,1,3.149845807056726,1,1.0,0.0
400,0.005,10.0,1.0,20.0,1.99,1.4106735979665885,20.0,1_1_19,400,400,1,2,3.4899365070594923,1,1.0,0.0
420,0.005,10.0,1.0,23.0,2.0895,1.4455102905202717,21.0,1_1_20,420,420,6,1,1.2285237996305427,1,1.0,0.0
440,0.005,10.0,1.0,26.0,2.189,1.479526951427381,22.0,1_1_21,440,440,4,2,2.7877339660186884,1,1.0,0.0
460,0.005,10.0,1.0,27.0,2.2885000000000004,1.5127788999057332,23.0,1_1_22,460,460,3,4,3.654507129817351,1,1.0,0.0
480,0.005,10.0,1.0,26.0,2.388,1.5453155017665485,24.0,1_1_23,480,480,2,3,4.157160143448734,1,1.0,0.0
500,0.005,10.0,1.0,27.0,2.4875,1.5771810295587503,25.0,1_1_24,500,500,4,3,3.0034761893828925,1,1.0,0.0
20,0.005,5.0,1.0,1.0,0.0995,0.3154362059117501,1.0,1_2_0,20,20,0,0,0.00048059617334422625,1,1.0,1.0
40,0.005,5.0,1.0,1.0,0.199,0.44609416046390926,1.0,1_2_1,40,40,1,0,-0.29563496377727466,1,1.0,0.0
60,0.005,5.0,1.0,2.0,0.2985,0.5463515351859094,2.0,1_2_2,60,60,0,0,0.12871752317910065,1,1.0,1.0
80,0.005,5.0,1.0,3.0,0.398,0.6308724118235002,2.0,1_2_3,80,80,0,1,0.3012745958314497,1,1.0,0.0
100,0.005,5.0,1.0,3.0,0.4975,0.7053367989832943,3.0,1_2_4,100,100,0,2,0.2946530133660207,1,1.0,0.0
120,0.005,5.0,1.0,4.0,0.597,0.7726577508832743,3.0,1_2_5,120,120,2,0,-0.1751991856111124,1,1.0,0.0
140,0.005,5.0,1.0,4.0,0.6965,0.834565755348253,4.0,1_2_6,140,140,3,0,-0.24188204131883703,1,1.0,0.0
160,0.005,5.0,1.0,5.0,0.796,0.8921883209278185,4.0,1_2_7,160,160,0,0,0.7408051445485345,1,1.0,1.0
180,0.005,5.0,1.0,6.0,0.8955,0.9463086177352502,5.0,1_2_8,180,180,1,0,0.19808567533381002,1,1.0,0.0
200,0.005,5.0,1.0,5.0,0.995,0.9974968671630001,5.0,1_2_9,200,200,0,2,0.7271186790543792,1,1.0,0.0
220,0.005,10.0,1.0,11.0,1.0945,1.0461835403025608,11.0,1_2_10,220,220,2,2,0.6305553218427823,1,1.0,0.0
240,0.005,10.0,1.0,12.0,1.194,1.0927030703718188,12.0,1_2_11,240,240,3,1,0.38897476172233003,1,1.0,0.0
260,0.005,10.0,1.0,14.0,1.2935,1.137321414552632,13.0,1_2_12,260,260,1,1,1.9582119186417464,1,1.0,0.0
280,0.005,10.0,1.0,15.0,1.393,1.1802542099056457,14.0,1_2_13,280,280,2,2,1.4724283638654352,1,1.0,0.0
300,0.005,10.0,1.0,17.0,1.4925,1.2216791722870617,15.0,1_2_14,300,300,4,4,0.8906066766086882,1,1.0,0.0
320,0.005,10.0,1.0,17.0,1.592,1.2617448236470004,16.0,1_2_15,320,320,2,4,1.9199913311407666,1,1.0,0.0
340,0.005,10.0,1.0,18.0,1.6915,1.3005767951182274,17.0,1_2_16,340,340,2,2,2.1624926663407615,1,1.0,0.0
360,0.005,10.0,1.0,18.0,1.791,1.3382824813917276,18.0,1_2_17,360,360,0,3,4.201460398754588,1,1.0,0.0
380,0.005,10.0,1.0,23.0,1.8905,1.3749545447032059,19.0,1_2_18,380,380,1,3,4.319279479177681,1,1.0,0.0
400,0.005,10.0,1.0,21.0,1.99,1.4106735979665885,20.0,1_2_19,400,400,2,3,2.8854586940869114,1,1.0,0.0
420,0.005,10.0,1.0,21.0,2.0895,1.4455102905202717,21.0,1_2_20,420,420,0,4,5.046564037177542,1,1.0,0.0
440,0.005,10.0,1.0,24.0,2.189,1.479526951427381,22.0,1_2_21,440,440,0,1,5.954786383878265,1,1.0,0.0
460,0.005,10.0,1.0,25.0,2.2885000000000004,1.5127788999057332,23.0,1_2_22,460,460,2,3,3.8997925772554445,1,1.0,0.0
480,0.005,10.0,1.0,27.0,2.388,1.5453155017665485,24.0,1_2_23,480,480,1,3,5.403661850836216,1,1.0,0.0
500,0.005,10.0,1.0,30.0,2.4875,1.5771810295587503,25.0,1_2_24,500,500,2,3,5.223735643123144,1,1.0,0.0
20,0.005,5.0,1.0,1.0,0.0995,0.3154362059117501,1.0,2_0_0,20,20,1,0,-0.2903061302722079,2,1.0,0.0
40,0.005,5.0,1.0,2.0,0.199,0.44609416046390926,1.0,2_0_1,40,40,0,0,0.1307200595223277,2,1.0,1.0
60,0.005,5.0,1.0,2.0,0.2985,0.5463515351859094,2.0,2_0_2,60,60,1,0,-0.17428694872582176,2,1.0,0.0
80,0.005,5.0,1.0,2.0,0.398,0.6308724118235002,2.0,2_0_3,80,80,0,3,0.11144817751604354,2,1.0,0.0
100,0.005,5.0,1.0,3.0,0.4975,0.7053367989832943,3.0,2_0_4,100,100,0,1,0.3011877724129385,2,1.0,0.0
120,0.005,5.0,1.0,3.0,0.597,0.7726577508832743,3.0,2_0_5,120,120,0,2,0.29569780009292795,2,1.0,0.0
140,0.005,5.0,1.0,5.0,0.6965,0.834565755348253,4.0,2_0_6,140,140,1,0,0.04047711571454444,2,1.0,0.0
160,0.005,5.0,1.0,4.0,0.796,0.8921883209278185,4.0,2_0_7,160,160,0,1,0.5079857494910766,2,1.0,0.0
180,0.005,5.0,1.0,6.0,0.8955,0.9463086177352502,5.0,2_0_8,180,180,0,2,0.964954676837934,2,1.0,0.0
200,0.005,5.0,1.0,6.0,0.995,0.9974968671630001,5.0,2_0_9,200,200,0,1,0.9710942553543733,2,1.0,0.0
220,0.005,10.0,1.0,12.0,1.0945,1.0461835403025608,11.0,2_0_10,220,220,0,1,2.553408184507503,2,1.0,0.0
240,0.005,10.0,1.0,15.0,1.194,1.0927030703718188,12.0,2_0_11,240,240,2,2,1.4825430074413206,2,1.0,0.0
260,0.005,10.0,1.0,13.0,1.2935,1.137321414552632,13.0,2_0_12,260,260,3,0,0.5660602435808774,2,1.0,0.0
280,0.005,10.0,1.0,16.0,1.393,1.1802542099056457,14.0,2_0_13,280,280,0,0,3.6817976988155907,2,1.0,1.0
300,0.005,10.0,1.0,17.0,1.4925,1.2216791722870617,15.0,2_0_14,300,300,0,1,3.9510679559453252,2,1.0,0.0
320,0.005,10.0,1.0,17.0,1.592,1.2617448236470004,16.0,2_0_15,320,320,2,0,1.935856403179036,2,1.0,0.0
340,0.005,10.0,1.0,18.0,1.6915,1.3005767951182274,17.0,2_0_16,340,340,0,0,4.240127250943791,2,1.0,1.0
360,0.005,10.0,1.0,19.0,1.791,1.3382824813917276,18.0,2_0_17,360,360,1,3,3.230176879141823,2,1.0,0.0
380,0.005,10.0,1.0,22.0,1.8905,1.3749545447032059,19.0,2_0_18,380,380,1,2,4.043879265399574,2,1.0,0.0
400,0.005,10.0,1.0,24.0,1.99,1.4106735979665885,20.0,2_0_19,400,400,3,2,2.9330028140000035,2,1.0,0.0
420,0.005,10.0,1.0,26.0,2.0895,1.4455102905202717,21.0,2_0_20,420,420,1,2,5.146500725810226,2,1.0,0.0
440,0.005,10.0,1.0,22.0,2.189,1.479526951427381,22.0,2_0_21,440,440,2,5,3.12624115791681,2,1.0,0.0
460,0.005,10.0,1.0,30.0,2.2885000000000004,1.5127788999057332,23.0,2_0_22,460,460,0,1,7.737383947121944,2,1.0,0.0
480,0.005,10.0,1.0,26.0,2.388,1.5453155017665485,24.0,2_0_23,480,480,1,3,5.121890846404518,2,1.0,0.0
500,0.005,10.0,1.0,29.0,2.4875,1.5771810295587503,25.0,2_0_24,500,500,1,1,5.967546155514068,2,1.0,0.0
20,0.005,5.0,1.0,2.0,0.0995,0.3154362059117501,1.0,2_1_0,20,20,0,0,0.13713276772449465,2,1.0,1.0
40,0.005,5.0,1.0,1.0,0.199,0.44609416046390926,1.0,2_1_1,40,40,0,1,-0.005204505384281158,2,1.0,0.0
60,0.005,5.0,1.0,3.0,0.2985,0.5463515351859094,2.0,2_1_2,60,60,0,0,0.3122868258958895,2,1.0,1.0
80,0.005,5.0,1.0,2.0,0.398,0.6308724118235002,2.0,2_1_3,80,80,1,1,-0.17609252409116277,2,1.0,0.0
100,0.005,5.0,1.0,3.0,0.4975,0.7053367989832943,3.0,2_1_4,100,100,0,0,0.3076892762503507,2,1.0,1.0
120,0.005,5.0,1.0,3.0,0.597,0.7726577508832743,3.0,2_1_5,120,120,0,2,0.29569780009292795,2,1.0,0.0
140,0.005,5.0,1.0,5.0,0.6965,0.834565755348253,4.0,2_1_6,140,140,0,1,0.7350432339519121,2,1.0,0.0
160,0.005,5.0,1.0,4.0,0.796,0.8921883209278185,4.0,2_1_7,160,160,0,0,0.5134159722715667,2,1.0,1.0
180,0.005,5.0,1.0,7.0,0.8955,0.9463086177352502,5.0,2_1_8,180,180,0,2,1.2129741055467933,2,1.0,0.0
200,0.005,5.0,1.0,5.0,0.995,0.9974968671630001,5.0,2_1_9,200,200,0,3,0.7216540153266483,2,1.0,0.0
220,0.005,10.0,1.0,13.0,1.0945,1.0461835403025608,11.0,2_1_10,220,220,2,1,1.047437642458207,2,1.0,0.0
240,0.005,10.0,1.0,14.0,1.194,1.0927030703718188,12.0,2_1_11,240,240,0,0,3.1231074805356385,2,1.0,1.0
260,0.005,10.0,1.0,13.0,1.2935,1.137321414552632,13.0,2_1_12,260,260,0,0,2.834056743786692,2,1.0,1.0
280,0.005,10.0,1.0,15.0,1.393,1.1802542099056457,14.0,2_1_13,280,280,1,0,2.212706908484137,2,1.0,0.0
300,0.005,10.0,1.0,15.0,1.4925,1.2216791722870617,15.0,2_1_14,300,300,1,1,2.2019765620341514,2,1.0,0.0
320,0.005,10.0,1.0,18.0,1.592,1.2617448236470004,16.0,2_1_15,320,320,1,1,2.978399951625187,2,1.0,0.0
340,0.005,10.0,1.0,18.0,1.6915,1.3005767951182274,17.0,2_1_16,340,340,1,0,2.9786834523793773,2,1.0,0.0
360,0.005,10.0,1.0,19.0,1.791,1.3382824813917276,18.0,2_1_17,360,360,2,1,2.40472523863778,2,1.0,0.0
380,0.005,10.0,1.0,21.0,1.8905,1.3749545447032059,19.0,2_1_18,380,380,4,2,1.6872389826015008,2,1.0,0.0
400,0.005,10.0,1.0,25.0,1.99,1.4106735979665885,20.0,2_1_19,400,400,2,3,3.9209511787716878,2,1.0,0.0
420,0.005,10.0,1.0,24.0,2.0895,1.4455102905202717,21.0,2_1_20,420,420,2,1,3.653344953840776,2,1.0,0.0
440,0.005,10.0,1.0,25.0,2.189,1.479526951427381,22.0,2_1_21,440,440,3,2,3.1652557075259664,2,1.0,0.0
460,0.005,10.0,1.0,23.0,2.2885000000000004,1.5127788999057332,23.0,2_1_22,460,460,1,2,4.293729043828139,2,1.0,0.0
480,0.005,10.0,1.0,26.0,2.388,1.5453155017665485,24.0,2_1_23,480,480,1,1,5.124957108435921,2,1.0,0.0
500,0.005,10.0,1.0,25.0,2.4875,1.5771810295587503,25.0,2_1_24,500,500,1,1,4.838601037133549,2,1.0,0.0
20,0.005,5.0,1.0,1.0,0.0995,0.3154362059117501,1.0,2_2_0,20,20,0,0,0.00048059617334422625,2,1.0,1.0
40,0.005,5.0,1.0,1.0,0.199,0.44609416046390926,1.0,2_2_1,40,40,0,0,0.00012759943284404454,2,1.0,1.0
