N,q,N2_func,mobile,n,variance,std,N2,SNP,Nhom1,Nhom2,nhom1,nhom2,log10BF,transcript,Method_A,Method_B
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,1_1_7,1000,1000,10,8,32.139603238667746,1,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,1_1_8,1000,1000,11,8,32.74387448009097,1,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,1_1_9,1000,1000,10,7,50.970452851693075,1,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,1_2_0,1000,1000,12,13,1.3041921594739423,1,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,1_2_1,1000,1000,11,11,7.570380724295568,1,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,1_2_2,1000,1000,9,10,12.971980579408198,1,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,1_2_3,1000,1000,10,4,13.431116670630134,1,1.0,0.0
500,0.01,15.0,1.0,76.0,4.95,2.224859546128699,75.0,1_2_4,1000,1000,7,11,27.040000152937456,1,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,1_2_5,1000,1000,9,10,30.056110902928648,1,1.0,0.0
700,0.01,15.0,1.0,114.0,6.93,2.6324893162176366,105.0,1_2_6,1000,1000,14,12,28.270782635543583,1,1.0,0.0
800,0.01,15.0,1.0,133.0,7.92,2.814249455894058,120.0,1_2_7,1000,1000,12,8,32.50967741538727,1,1.0,0.0
900,0.01,15.0,1.0,140.0,8.91,2.98496231131986,135.0,1_2_8,1000,1000,8,14,34.59234913722586,1,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,1_2_9,1000,1000,12,10,48.873644170843505,1,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,2_0_0,1000,1000,15,13,0.9325069273587964,2,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,2_0_1,1000,1000,9,7,9.084897513872848,2,1.0,0.0
300,0.01,10.0,1.0,35.0,2.9699999999999998,1.7233687939614086,30.0,2_0_2,1000,1000,4,9,16.52193050033932,2,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,2_0_3,1000,1000,12,14,12.740500405476384,2,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,2_0_4,1000,1000,15,17,23.675601880280563,2,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,2_0_5,1000,1000,5,8,34.040013368623676,2,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,2_0_6,1000,1000,11,6,29.15164766481599,2,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,2_0_7,1000,1000,10,13,31.77433304166535,2,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,2_0_8,1000,1000,16,13,28.64807715491363,2,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,2_0_9,1000,1000,9,8,51.73848454955094,2,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,2_1_0,1000,1000,11,10,1.4470742527894596,2,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,2_1_1,1000,1000,7,12,9.398404449115647,2,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,2_1_2,1000,1000,8,6,12.438378335192183,2,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,2_1_3,1000,1000,8,11,15.187976049935378,2,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,2_1_4,1000,1000,10,11,25.91070813149177,2,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,2_1_5,1000,1000,6,5,32.97309919301241,2,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,2_1_6,1000,1000,6,12,34.26323429482345,2,1.0,0.0
800,0.01,15.0,1.0,131.0,7.92,2.814249455894058,120.0,2_1_7,1000,1000,10,10,33.56879097273415,2,1.0,0.0
900,0.01,15.0,1.0,142.0,8.91,2.98496231131986,135.0,2_1_8,1000,1000,11,14,32.402379109174035,2,1.0,0.0
1000,0.01,20.0,1.0,211.0,9.9,3.146426544510455,200.0,2_1_9,1000,1000,10,13,51.61167111980404,2,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,2_2_0,1000,1000,8,6,1.9843940544254566,2,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,2_2_1,1000,1000,13,11,7.436727886222758,2,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,2_2_2,1000,1000,15,10,8.021157523942868,2,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,2_2_3,1000,1000,12,12,10.909711457595575,2,1.0,0.0
500,0.01,15.0,1.0,75.0,4.95,2.224859546128699,75.0,2_2_4,1000,1000,15,14,20.58981403929418,2,1.0,0.0
600,0.01,15.0,1.0,99.0,5.9399999999999995,2.437211521390788,90.0,2_2_5,1000,1000,11,14,29.19404522992896,2,1.0,0.0
700,0.01,15.0,1.0,114.0,6.93,2.6324893162176366,105.0,2_2_6,1000,1000,13,13,29.040609319811146,2,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,2_2_7,1000,1000,10,7,32.142081217114324,2,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,2_2_8,1000,1000,19,15,27.115061078534545,2,1.0,0.0
1000,0.01,20.0,1.0,206.0,9.9,3.146426544510455,200.0,2_2_9,1000,1000,9,14,51.05456343156097,2,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,3_0_0,1000,1000,11,10,0.9228221373781069,3,1.0,0.0
200,0.01,10.0,1.0,20.0,1.98,1.407124727947029,20.0,3_0_1,1000,1000,14,11,5.943508458209231,3,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,3_0_2,1000,1000,8,11,12.423249353322598,3,1.0,0.0
400,0.01,10.0,1.0,42.0,3.96,1.98997487421324,40.0,3_0_3,1000,1000,11,11,11.900142591745212,3,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,3_0_4,1000,1000,14,11,23.454445193098735,3,1.0,0.0
600,0.01,15.0,1.0,99.0,5.9399999999999995,2.437211521390788,90.0,3_0_5,1000,1000,12,6,28.410701189844538,3,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,3_0_6,1000,1000,12,9,28.329640427201323,3,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,3_0_7,1000,1000,10,5,31.437982667687432,3,1.0,0.0
900,0.01,15.0,1.0,140.0,8.91,2.98496231131986,135.0,3_0_8,1000,1000,11,11,31.75500408890008,3,1.0,0.0
1000,0.01,20.0,1.0,211.0,9.9,3.146426544510455,200.0,3_0_9,1000,1000,10,13,51.61167111980404,3,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,3_1_0,1000,1000,13,12,1.1736640200145596,3,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,3_1_1,1000,1000,10,6,7.99414955614995,3,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,3_1_2,1000,1000,10,9,11.310222974090237,3,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,3_1_3,1000,1000,12,8,12.752975527401084,3,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,3_1_4,1000,1000,14,10,23.008685243711653,3,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,3_1_5,1000,1000,11,9,27.93787228122692,3,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,3_1_6,1000,1000,14,12,27.152462935038468,3,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,3_1_7,1000,1000,8,13,34.39204885690158,3,1.0,0.0
900,0.01,15.0,1.0,139.0,8.91,2.98496231131986,135.0,3_1_8,1000,1000,9,16,33.26111582780819,3,1.0,0.0
1000,0.01,20.0,1.0,204.0,9.9,3.146426544510455,200.0,3_1_9,1000,1000,4,14,56.670472276871,3,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,3_2_0,1000,1000,13,9,1.1759719668368835,3,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,3_2_1,1000,1000,11,17,8.814045789825759,3,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,3_2_2,1000,1000,13,11,9.850722490352073,3,1.0,0.0
400,0.01,10.0,1.0,41.0,3.96,1.98997487421324,40.0,3_2_3,1000,1000,8,12,13.21290044939905,3,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,3_2_4,1000,1000,19,4,20.39771836986365,3,1.0,0.0
600,0.01,15.0,1.0,97.0,5.9399999999999995,2.437211521390788,90.0,3_2_5,1000,1000,11,13,28.352456645537057,3,1.0,0.0
700,0.01,15.0,1.0,112.0,6.93,2.6324893162176366,105.0,3_2_6,1000,1000,6,8,34.677466194148444,3,1.0,0.0
800,0.01,15.0,1.0,131.0,7.92,2.814249455894058,120.0,3_2_7,1000,1000,10,10,33.56879097273415,3,1.0,0.0
900,0.01,15.0,1.0,141.0,8.91,2.98496231131986,135.0,3_2_8,1000,1000,18,9,26.59398207415691,3,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,3_2_9,1000,1000,11,13,49.56172828350674,3,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,4_0_0,1000,1000,8,15,1.3536193598898452,4,1.0,0.0
200,0.01,10.0,1.0,21.0,1.98,1.407124727947029,20.0,4_0_1,1000,1000,9,6,8.439617399951278,4,1.0,0.0
300,0.01,10.0,1.0,36.0,2.9699999999999998,1.7233687939614086,30.0,4_0_2,1000,1000,8,4,14.161578475365369,4,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,4_0_3,1000,1000,4,14,17.30985536798204,4,1.0,0.0
500,0.01,15.0,1.0,77.0,4.95,2.224859546128699,75.0,4_0_4,1000,1000,13,12,22.779416730217704,4,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,4_0_5,1000,1000,7,17,31.47058422793764,4,1.0,0.0
700,0.01,15.0,1.0,116.0,6.93,2.6324893162176366,105.0,4_0_6,1000,1000,10,9,32.32973616547238,4,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,4_0_7,1000,1000,13,11,29.22724928000819,4,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,4_0_8,1000,1000,11,15,32.72805025850343,4,1.0,0.0
1000,0.01,20.0,1.0,204.0,9.9,3.146426544510455,200.0,4_0_9,1000,1000,13,12,46.26600879626223,4,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,4_1_0,1000,1000,16,6,0.8252547970709009,4,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,4_1_1,1000,1000,6,13,10.625542560898985,4,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,4_1_2,1000,1000,6,10,13.751694651838985,4,1.0,0.0
400,0.01,10.0,1.0,47.0,3.96,1.98997487421324,40.0,4_1_3,1000,1000,13,10,13.146683100964866,4,1.0,0.0
500,0.01,15.0,1.0,85.0,4.95,2.224859546128699,75.0,4_1_4,1000,1000,13,8,26.432312598403033,4,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,4_1_5,1000,1000,7,3,32.396715055804776,4,1.0,0.0
700,0.01,15.0,1.0,113.0,6.93,2.6324893162176366,105.0,4_1_6,1000,1000,12,9,29.468150382186074,4,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,4_1_7,1000,1000,8,10,33.31598212028652,4,1.0,0.0
900,0.01,15.0,1.0,143.0,8.91,2.98496231131986,135.0,4_1_8,1000,1000,14,11,30.198279413527743,4,1.0,0.0
1000,0.01,20.0,1.0,212.0,9.9,3.146426544510455,200.0,4_1_9,1000,1000,7,15,55.40251619985091,4,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,4_2_0,1000,1000,8,11,1.9813420435185525,4,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,4_2_1,1000,1000,10,12,9.26205112469133,4,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,4_2_2,1000,1000,6,10,13.751694651838985,4,1.0,0.0
400,0.01,10.0,1.0,45.0,3.96,1.98997487421324,40.0,4_2_3,1000,1000,5,8,17.50138422105039,4,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,4_2_4,1000,1000,7,10,28.972743240874607,4,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,4_2_5,1000,1000,8,11,30.10021279383098,4,1.0,0.0
700,0.01,15.0,1.0,110.0,6.93,2.6324893162176366,105.0,4_2_6,1000,1000,8,6,31.843402096652632,4,1.0,0.0
800,0.01,15.0,1.0,131.0,7.92,2.814249455894058,120.0,4_2_7,1000,1000,8,8,35.50623854830097,4,1.0,0.0
900,0.01,15.0,1.0,148.0,8.91,2.98496231131986,135.0,4_2_8,1000,1000,10,5,35.325370588693715,4,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,4_2_9,1000,1000,9,10,51.73123172060861,4,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,5_0_0,1000,1000,15,13,0.49962909279350387,5,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,5_0_1,1000,1000,4,12,11.993693296379302,5,1.0,0.0
300,0.01,10.0,1.0,33.0,2.9699999999999998,1.7233687939614086,30.0,5_0_2,1000,1000,9,10,11.852918980244198,5,1.0,0.0
400,0.01,10.0,1.0,47.0,3.96,1.98997487421324,40.0,5_0_3,1000,1000,11,8,14.266135058798572,5,1.0,0.0
500,0.01,15.0,1.0,81.0,4.95,2.224859546128699,75.0,5_0_4,1000,1000,9,10,27.672682835507715,5,1.0,0.0
600,0.01,15.0,1.0,98.0,5.9399999999999995,2.437211521390788,90.0,5_0_5,1000,1000,6,18,33.36514375879498,5,1.0,0.0
700,0.01,15.0,1.0,111.0,6.93,2.6324893162176366,105.0,5_0_6,1000,1000,15,10,26.42263632914261,5,1.0,0.0
800,0.01,15.0,1.0,128.0,7.92,2.814249455894058,120.0,5_0_7,1000,1000,12,13,30.738308963692795,5,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,5_0_8,1000,1000,8,7,36.294530457016805,5,1.0,0.0
1000,0.01,20.0,1.0,209.0,9.9,3.146426544510455,200.0,5_0_9,1000,1000,10,7,50.970452851693075,5,1.0,0.0
100,0.01,5.0,1.0,5.0,0.99,0.99498743710662,5.0,5_1_0,1000,1000,10,10,1.0469180747962301,5,1.0,0.0
200,0.01,10.0,1.0,22.0,1.98,1.407124727947029,20.0,5_1_1,1000,1000,9,11,9.077618586310198,5,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,5_1_2,1000,1000,11,5,10.258853346698139,5,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,5_1_3,1000,1000,10,7,12.947963909340718,5,1.0,0.0
500,0.01,15.0,1.0,83.0,4.95,2.224859546128699,75.0,5_1_4,1000,1000,12,14,26.228302866624777,5,1.0,0.0
600,0.01,15.0,1.0,95.0,5.9399999999999995,2.437211521390788,90.0,5_1_5,1000,1000,7,16,31.03815954449545,5,1.0,0.0
700,0.01,15.0,1.0,108.0,6.93,2.6324893162176366,105.0,5_1_6,1000,1000,13,14,26.7866757050977,5,1.0,0.0
800,0.01,15.0,1.0,132.0,7.92,2.814249455894058,120.0,5_1_7,1000,1000,7,11,36.90476789113347,5,1.0,0.0
900,0.01,15.0,1.0,141.0,8.91,2.98496231131986,135.0,5_1_8,1000,1000,8,14,34.92789697333164,5,1.0,0.0
1000,0.01,20.0,1.0,219.0,9.9,3.146426544510455,200.0,5_1_9,1000,1000,14,11,50.155458184792856,5,1.0,0.0
100,0.01,5.0,1.0,8.0,0.99,0.99498743710662,5.0,5_2_0,1000,1000,12,8,2.476927150718308,5,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,5_2_1,1000,1000,8,3,10.24983028015783,5,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,5_2_2,1000,1000,8,8,11.868221211253262,5,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,5_2_3,1000,1000,10,10,13.419148348025558,5,1.0,0.0
500,0.01,15.0,1.0,79.0,4.95,2.224859546128699,75.0,5_2_4,1000,1000,7,11,28.484456046618302,5,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,5_2_5,1000,1000,10,9,28.767240809918857,5,1.0,0.0
700,0.01,15.0,1.0,118.0,6.93,2.6324893162176366,105.0,5_2_6,1000,1000,5,13,38.23380004531614,5,1.0,0.0
800,0.01,15.0,1.0,127.0,7.92,2.814249455894058,120.0,5_2_7,1000,1000,12,14,30.386697810206098,5,1.0,0.0
900,0.01,15.0,1.0,145.0,8.91,2.98496231131986,135.0,5_2_8,1000,1000,11,16,33.382057054179754,5,1.0,0.0
1000,0.01,20.0,1.0,205.0,9.9,3.146426544510455,200.0,5_2_9,1000,1000,6,17,54.28631345688096,5,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,6_0_0,1000,1000,9,5,1.7647049660639753,6,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,6_0_1,1000,1000,6,13,11.326447755695243,6,1.0,0.0
300,0.01,10.0,1.0,32.0,2.9699999999999998,1.7233687939614086,30.0,6_0_2,1000,1000,10,8,10.768636931714244,6,1.0,0.0
400,0.01,10.0,1.0,43.0,3.96,1.98997487421324,40.0,6_0_3,1000,1000,11,6,12.371291196637708,6,1.0,0.0
500,0.01,15.0,1.0,80.0,4.95,2.224859546128699,75.0,6_0_4,1000,1000,9,12,27.189298844169304,6,1.0,0.0
600,0.01,15.0,1.0,96.0,5.9399999999999995,2.437211521390788,90.0,6_0_5,1000,1000,8,15,30.51700605782722,6,1.0,0.0
700,0.01,15.0,1.0,108.0,6.93,2.6324893162176366,105.0,6_0_6,1000,1000,9,7,30.12317925408351,6,1.0,0.0
800,0.01,15.0,1.0,126.0,7.92,2.814249455894058,120.0,6_0_7,1000,1000,11,5,30.90403874139381,6,1.0,0.0
900,0.01,15.0,1.0,147.0,8.91,2.98496231131986,135.0,6_0_8,1000,1000,13,11,32.30405657618975,6,1.0,0.0
1000,0.01,20.0,1.0,208.0,9.9,3.146426544510455,200.0,6_0_9,1000,1000,19,8,42.22191809628509,6,1.0,0.0
100,0.01,5.0,1.0,6.0,0.99,0.99498743710662,5.0,6_1_0,1000,1000,11,9,1.4480310276339294,6,1.0,0.0
200,0.01,10.0,1.0,23.0,1.98,1.407124727947029,20.0,6_1_1,1000,1000,11,9,8.82069424938349,6,1.0,0.0
300,0.01,10.0,1.0,31.0,2.9699999999999998,1.7233687939614086,30.0,6_1_2,1000,1000,9,12,10.746755634015962,6,1.0,0.0
400,0.01,10.0,1.0,44.0,3.96,1.98997487421324,40.0,6_1_3,1000,1000,13,12,11.765615688379308,6,1.0,0.0
500,0.01,15.0,1.0,82.0,4.95,2.224859546128699,75.0,6_1_4,1000,1000,16,7,23.052205082003056,6,1.0,0.0
600,0.01,15.0,1.0,99.0,5.9399999999999995,2.437211521390788,90.0,6_1_5,1000,1000,13,12,27.626127569951976,6,1.0,0.0
700,0.01,15.0,1.0,113.0,6.93,2.6324893162176366,105.0,6_1_6,1000,1000,11,12,30.291549865794437,6,1.0,0.0
800,0.01,15.0,1.0,125.0,7.92,2.814249455894058,120.0,6_1_7,1000,1000,8,9,33.31912797263808,6,1.0,0.0
900,0.01,15.0,1.0,144.0,8.91,2.98496231131986,135.0,6_1_8,1000,1000,9,11,34.942369797926474,6,1.0,0.0
